Symbol,Name,Country,Sector,Industry
APVO,Aptevo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Taiwan,Industrials,Telecommunications Equipment
ARCH,Arch Resources Inc. Class A Common Stock,United States,Energy,Coal Mining
ARCC,Ares Capital Corporation Common Stock,United States,Finance,Finance: Consumer Services
EMBC,Embecta Corp. Common Stock,United States,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,Finance,Blank Checks
ARCB,ArcBest Corporation Common Stock,United States,Industrials,Trucking Freight/Courier Services
EMKR,EMCORE Corporation Common Stock,United States,Technology,Semiconductors
ARBK,Argo Blockchain plc American Depositary Shares,United Kingdom,Finance,Finance: Consumer Services
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
ARBE,Arbe Robotics Ltd. Ordinary Shares,Israel,Technology,EDP Services
ARBB,ARB IOT Group Limited Ordinary Shares,Malaysia,Technology,EDP Services
ARAY,Accuray Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments
ARAV,Aravive Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AQST,Aquestive Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AQNU,Algonquin Power & Utilities Corp. Corporate Units,United States,Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,United States,Utilities,Electric Utilities: Central
AQMS,Aqua Metals Inc. Common Stock,United States,Industrials,Metal Fabrications
ENCP,Energem Corp Class A Ordinary Shares,Malaysia,Energy,Industrial Machinery/Components
ENFN,Enfusion Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
ENGN,enGene Holdings Inc. Common Stock,Canada,,
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Chile,Utilities,Electric Utilities: Central
APYX,Apyx Medical Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,United States,Utilities,Natural Gas Distribution
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,,
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
APXI,APx Acquisition Corp. I Class A Ordinary Share,Mexico,Finance,Blank Checks
ENOV,Enovis Corporation Common Stock,United States,Industrials,Fluid Controls
ENPH,Enphase Energy Inc. Common Stock,United States,Technology,Semiconductors
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EFSC,Enterprise Financial Services Corporation Common Stock,United States,Finance,Major Banks
DSGN,Design Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATHA,Athira Pharma Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
DUET,DUET Acquisition Corp. Class A Common Stock,Malaysia,Finance,Blank Checks
ATLX,Atlas Lithium Corporation Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ATLO,Ames National Corporation Common Stock,United States,Finance,Major Banks
ATLC,Atlanticus Holdings Corporation Common Stock,United States,Finance,Finance: Consumer Services
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,United States,Industrials,Railroads
ATKR,Atkore Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
DUOL,Duolingo Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DUOT,Duos Technologies Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
ATIP,ATI Physical Therapy Inc. Class A Common Stock,,Health Care,Hospital/Nursing Management
ATIF,ATIF Holdings Limited Ordinary Shares,China,Consumer Discretionary,Professional Services
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,China,Technology,EDP Services
DVAX,Dynavax Technologies Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATHE,Alterity Therapeutics Limited American Depositary Shares,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
DWAC,Digital World Acquisition Corp. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
ATMU,Atmus Filtration Technologies Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
DWSN,Dawson Geophysical Company Common Stock,United States,Energy,Oil & Gas Production
ATGL,Alpha Technology Group Limited Ordinary Shares,China,,
ATGE,Adtalem Global Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
ATEX,Anterix Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ATER,Aterian Inc. Common Stock,United States,,
ATEN,A10 Networks Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock,,Finance,Blank Checks
DXCM,DexCom Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ATEC,Alphatec Holdings Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ATCO,Atlas Corp. 7.875% Series H,United Kingdom,,
DXLG,Destination XL Group Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,DXP Enterprises Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ATMC,AlphaTime Acquisition Corp Ordinary Shares,United States,Finance,Blank Checks
ATMV,AlphaVest Acquisition Corp Ordinary Shares,United States,Finance,Blank Checks
EFOI,Energy Focus Inc. Common Stock,United States,Consumer Discretionary,Building Products
ATUS,Altice USA Inc. Class A Common Stock,United States,Telecommunications,Telecommunications Equipment
AULT,Ault Alliance Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,United States,,
AUID,authID Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DSGR,Distribution Solutions Group Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
DSGX,Descartes Systems Group Inc. (The) Common Stock,Canada,,
DSKE,Daseke Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
AUGX,Augmedix Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
AUDC,AudioCodes Ltd. Common Stock,Israel,Utilities,Telecommunications Equipment
AUBN,Auburn National Bancorporation Inc. Common Stock,United States,Finance,Major Banks
DSWL,Deswell Industries Inc. Common Shares,Macau,Industrials,Plastic Products
ATXS,Astria Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATXI,Avenue Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATXG,Addentax Group Corp. Common Stock,China,Consumer Discretionary,Professional Services
ATSG,Air Transport Services Group Inc,United States,Consumer Discretionary,Air Freight/Delivery Services
ATNF,180 Life Sciences Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ATRO,Astronics Corporation Common Stock,United States,Industrials,Military/Government/Technical
ATRI,Atrion Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
ATRC,AtriCure Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
DTCK,Davis Commodities Limited Ordinary Shares,Singapore,Industrials,Farming/Seeds/Milling
ATRA,Atara Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATPC,Agape ATP Corporation Common Stock,Malaysia,Health Care,Medical/Nursing Services
ATOS,Atossa Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ATOM,Atomera Incorporated Common Stock,United States,Technology,Semiconductors
DTIL,Precision BioSciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTSS,Datasea Inc. Common Stock,China,Technology,Computer Software: Prepackaged Software
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DTST,Data Storage Corporation Common Stock,United States,Technology,EDP Services
ATNI,ATN International Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,China,Consumer Discretionary,Hotels/Resorts
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks
DXYN,Dixie Group Inc. (The) Common Stock,United States,Consumer Discretionary,Home Furnishings
EDIT,Editas Medicine Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ECDA,ECD Automotive Design Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
ASNS,Actelis Networks Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ASND,Ascendis Pharma A/S American Depositary Shares,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
ASML,ASML Holding N.V. New York Registry Shares,Netherlands,Technology,Industrial Machinery/Components
ASMB,Assembly Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ECOR,electroCore Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,United States,Finance,Finance Companies
ECVT,Ecovyst Inc. Common Stock,United States,Industrials,Major Chemicals
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Singapore,Health Care,Biotechnology: Pharmaceutical Preparations
ASLE,AerSale Corporation Common Stock,United States,Consumer Discretionary,Aerospace
EDAP,EDAP TMS S.A. American Depositary Shares,France,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
ASIX,AdvanSix Inc. Common Stock ,United States,Industrials,Major Chemicals
ASGN,ASGN Incorporated Common Stock,United States,Consumer Discretionary,Professional Services
ATAI,ATAI Life Sciences N.V. Common Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
EDRY,EuroDry Ltd. Common Shares ,Greece,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,United States,Health Care,Pharmaceuticals and Biotechnology
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,China,Real Estate,Other Consumer Services
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,Singapore,Finance,Blank Checks
EDUC,Educational Development Corporation Common Stock,United States,Consumer Discretionary,Consumer Specialties
ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share,Singapore,Finance,Blank Checks
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,United States,Finance,Major Banks
EEFT,Euronet Worldwide Inc. Common Stock,United States,Technology,EDP Services
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,Real Estate,Other Consumer Services
ASAN,Asana Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
ASAI,Sendas Distribuidora S A ADS,,Consumer Staples,Food Chains
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,United States,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States,Finance,Trusts Except Educational Religious and Charitable
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,United States,Finance,Trusts Except Educational Religious and Charitable
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,United States,Finance,Trusts Except Educational Religious and Charitable
DYAI,Dyadic International Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYNT,Dynatronics Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
DZSI,DZS Inc. Common Stock,United States,Utilities,Telecommunications Equipment
ASYS,Amtech Systems Inc. Common Stock,United States,Technology,Semiconductors
ASXC,Asensus Surgical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
ASUR,Asure Software Inc Common Stock,United States,Technology,EDP Services
ASTS,AST SpaceMobile Inc. Class A Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
ASTR,Astra Space Inc. Class A Common Stock,United States,Consumer Discretionary,Transportation Services
ASTL,Algoma Steel Group Inc. Common Shares,Canada,Industrials,Steel/Iron Ore
ASTI,Ascent Solar Technologies Inc. Common Stock,United States,Technology,Semiconductors
ASTE,Astec Industries Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
EAST,Eastside Distilling Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
ASTC,Astrotech Corporation (DE) Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
ASST,Asset Entities Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
CAKE,Cheesecake Factory Incorporated (The) Common Stock,United States,Consumer Discretionary,Restaurants
EBAY,eBay Inc. Common Stock,United States,Consumer Discretionary,Business Services
ASRT,Assertio Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Luxembourg,Consumer Discretionary,Other Consumer Services
EBIX,Ebix Inc. Common Stock,United States,Technology,EDP Services
EBMT,Eagle Bancorp Montana Inc. Common Stock,United States,Finance,Major Banks
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,China,Technology,Semiconductors
